post_id;post_link;post_type;comment_id;comment_pt;comment_en;timestamp;source_account;terreiro_size;data_collection_date;sentiment_vader_pt;sentiment_vader_en;sentiment_llm;label_manual;notes;comment_length;emoji_count;religious_terms;interaction_type
21;https://www.instagram.com/p/DOTJbXkDkXs/;Celebrating Candomblé's role in brazilian independence on sep. 10;532;Lindo texto 👏👏👏 🇧🇷;Beautiful text 👏👏👏 🇧🇷;vor 1 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;23;4;;praise
21;https://www.instagram.com/p/DOTJbXkDkXs/;Celebrating Candomblé's role in brazilian independence on sep. 11;533;😍👏👏;😍👏👏;vor 1 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;6;3;;emoji_only
21;https://www.instagram.com/p/DOTJbXkDkXs/;Celebrating Candomblé's role in brazilian independence on sep. 12;534;❤️🙌👏👏👏;❤️🙌👏👏👏;vor 1 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;10;5;;emoji_only
21;https://www.instagram.com/p/DOTJbXkDkXs/;Celebrating Candomblé's role in brazilian independence on sep. 13;535;Axé!!! 👏🏾👏🏾👏🏾❤️❤️❤️;Axé!!! 👏🏾👏🏾👏🏾❤️❤️❤️;vor 1 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;25;6;1;axé
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;536;Eu tô chocada com a notícia é babado 😮😮;I'm shocked by the news, it's gossip 😮😮;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;41;2;;sharing
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;537;Foi necessário, não podemos jamais permitir tal desrespeito e conduta erronea em nosso Iem nosso Ile. A hierarquia precisa ser mantida, e o respeito aos nossos mais velhos tbm. Infelizmente existem pessoas que precisam do axé, mais não querem se adequar, e precisamos agir, para que um, não contamine o outro. Fica meus sentimentos, mais foi preciso agir.;"It was necessary; we can never allow such disrespect and wrongful conduct in our Iem our Ile. The hierarchy must be maintained, as well as respect for our elders. Unfortunately, there are people who need the axé, but do not want to conform, and we must act so that one does not contaminate the other. My feelings remain, but it was necessary to act.";vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;355;;3;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;538;A situação é muito triste! Mas, vamos enaltecer a conduta da Iyalòrìsá e mais ainda do Ilé Asé que não subverteu os seus pilares e os seus princípios. Uma casa pautada na Liderança verdadeira e na Comunidade em orixá age desta forma. Assim, o Axé prospera, pois Esú é justo! Ireooo. 👏🏽👏🏽👏🏽;The situation is very sad! But let us praise the conduct of Iyalòrìsá and even more so of Ilé Asé, which did not subvert its pillars and principles. A house based on true leadership and community in orixá acts in this way. Thus, Axé prospers, for Esú is just! Ireooo. 👏🏽👏🏽👏🏽;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;295;3;6;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;539;Parabéns pela conduta e atitude. Se não quer seguir o que a casa ensina não deve continuar. Se todas casas fossem assim não tava essa marmotagem e falta de respeito com nosso axé.👏👏👏;Congratulations on your conduct and attitude. If you don't want to follow what the house teaches, you shouldn't continue. If all houses were like this, there wouldn't be such laziness and disrespect for our axé.👏👏👏;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;185;3;1;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;540;Máximo respeito!!! A transparência prevalece… Parabéns pela conduta de cunho informativo. Sua benção ❣️;Maximum respect!!! Transparency prevails... Congratulations on your informative approach. Your blessing ❣️;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;103;1;;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;541;Que situação triste e extremamente desagradável, além de deselegante. Parabenizo o Ilê Omorodé por manter, mesmo diante de uma circunstância tão delicada, uma postura firme, ética e respeitosa. Não sou filha da casa, mas conheço o trabalho sério conduzido pela zeladora e lamento profundamente que o Omorodé tenha passado por algo assim. Que a justiça dos orixás e o silêncio sagrado tragam paz e equilíbrio. Axé!;What a sad and extremely unpleasant situation, not to mention inelegant. I congratulate Ilê Omorodé for maintaining a firm, ethical, and respectful stance, even in such delicate circumstances. I am not a member of the house, but I am familiar with the serious work carried out by the caretaker, and I deeply regret that Omorodé has had to go through something like this. May the justice of the orixás and the sacred silence bring peace and balance. Axé!;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;413;;2;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;542;O que ele fez, alguém sabe ? Não sei do que se trata, mas parabéns aos envolvidos pela postura.;Does anyone know what he did? I don't know what it's about, but congratulations to everyone involved for their attitude.;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;95;;;question
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;543;👏👏👏👏👏é doloroso mas é preciso agir,;👏👏👏👏👏It's painful, but we must act.;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;40;5;;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;544;👏👏👏👏👏👏👏 RESPEITO PELA CLAREZA E CONDUTA!!!👏👏👏👏❤️❤️❤️;👏👏👏👏👏👏👏 RESPECT FOR CLARITY AND CONDUCT!!!👏👏👏👏❤️❤️❤️;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;63;14;;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;545;Parabéns pela conduta! Bênção e que vocês constituem pregando o verdadeiro candomblé e axé!;Congratulations on your conduct! Blessings, and may you continue preaching true Candomblé and Axé!;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;91;;2;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;546;Tem minha admiração e assino embaixo, parabéns aos dirigentes.;You have my admiration, and I wholeheartedly agree. Congratulations to the leaders.;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;62;;;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;547;Que todas as casas de axé deveriam seguir essa conduta, pois só assim acabaria esse iniciados que saem das casas onde foram iniciados falarem mal da casa e não ser aceito mais em casa nenhuma;All axé houses should follow this conduct, because only then will it end that initiates who leave the houses where they were initiated speak ill of the house and are no longer accepted in any house.;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;191;;1;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;548;👏👏;👏👏;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;549;👏👏👏👏👏👏👏;👏👏👏👏👏👏👏;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;14;7;;emoji_only
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;550;Q absurdo Iya ,falta de respeito;That's absurd, Iya, disrespectful.;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;32;;1;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;551;Exemplo que todas as casas deveriam seguir diante deste tipo de situação. Parabéns!;An example that all houses should follow in this type of situation. Congratulations!;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;83;;1;support
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;552;@awofakanofunbiroso;@awofakanofunbiroso;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;19;;;tag
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;553;👏👏👏 Motumbá;👏👏👏 Motumbá;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;14;3;1;spiritual_praise
22;https://www.instagram.com/p/DJC52GeSJaz/;Post detailing the expulsion of a former member for various disrespectful actions, culminating in the publication of a video taken during a ritual;554;Muito bem👏👏👏;Very good👏👏👏;vor 19 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;15;3;;praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=1;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;555;Lindeza!!! Okê Arô!;Beautiful!!! Okê Arô!;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;19;;1;spiritual_praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=2;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;556;Ainda em êxtase total, que axé, que energia, que maravilha! ❤️🙌😍 Viva Logun Edé, viva o legado de Pai Augusto Cezar e Viva @iyanaudeomolu por ser nossa sacerdotisa nos orientando nesse imenso caminho;Still in total ecstasy, what axé, what energy, how wonderful! ❤️🙌😍 Long live Logun Edé, long live the legacy of Pai Augusto Cezar, and long live @iyanaudeomolu for being our priestess, guiding us on this immense path.;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;201;3;4;spiritual_praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=3;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;557;Viva Logun Edé....🏹💙;Long live Logun Edé....🏹💙;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Religious vocab;22;2;1;blessing
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=4;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;558;Foi lindo demais 💛🌿;It was so beautiful 💛🌿;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;21;2;;praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=5;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;559;Lindeza bênção meu pai💚💛🏹👏🏽;Beautiful blessing, my father💚💛🏹👏🏽;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;32;4;1;blessing
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=6;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;560;👏👏👏👏👏🙌🙌🙌🙌🌿🏹;👏👏👏👏👏🙌🙌🙌🙌🌿🏹;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;22;11;;emoji_only
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=7;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;561;Viva Oxóssi, Viva Logun Edé ❤️;Long live Oxóssi, Long live Logun Edé ❤️;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;30;1;2;blessing
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=8;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;562;👏👏👏👏;👏👏👏👏;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=9;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;563;Que lindo 💛💚🏹👏🙌;How beautiful 💛💚🏹👏🙌;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;20;5;;praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=10;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;564;TUDO tão lindo e caprichado❤️;EVERYTHING is so beautiful and well-made❤️;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;29;1;;praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=11;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;565;🩵🏹;🩵🏹;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=12;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;566;Vida longa ao Omorodé, vida longa a esse lindo legado deixado por pai Augusto e que tem se perpetuado através mãe Nau! ❤️🏹🦚;Long live Omorodé, long live this beautiful legacy left by Father Augusto and perpetuated by Mother Nau! ❤️🏹🦚;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;125;3;3;spiritual_praise
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=13;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;567;🩵🩵🩵🩵🩵🩵;🩵🩵🩵🩵🩵🩵;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;12;6;;emoji_only
23;https://www.instagram.com/p/DDrXZxDxico/?img_index=14;Celebration of Logun Edé festival, post showing insides of terreiro before festival's beginning;568;Axé odara;Axé odara;vor 38 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;9;;1;axé
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;569;Axé okê arô!;Axé okê arô!;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Religious vocab;12;;2;axé
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;570;Bom dia axé onde fica este ile estou em salvador passeando gostaria de conhecer a casa;Good morning, where is this ile located? I am in Salvador sightseeing and would like to visit the house.;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;86;;2;question
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;571;Quem tem à meu pai Oxóssi ê tidos -los Orixás seja benção pó sua abnegação ê FÉ ETERNA. AXÉ;Whoever has my father Oxóssi, may the Orixás bless them for their selflessness and ETERNAL FAITH. AXÉ;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;91;;3;blessing
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;572;🏹🏹🏹🏹;🏹🏹🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;573;🙌❤️;🙌❤️;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;574;💙🏹💙;💙🏹💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;6;3;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;575;🏹🏹🏹🏹❤️❤️❤️❤️🏹🏹🏹🏹;🏹🏹🏹🏹❤️❤️❤️❤️🏹🏹🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;24;12;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;576;💙🏹;💙🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;577;Àsé, kolofé a todos🙌🏹;Àsé, kolofé to everyone🙌🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Religious vocab;23;2;2;blessing
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;578;🏹💙axe🏹💙;🏹💙axe🏹💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;11;4;1;axé
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;579;💙🏹🏹;💙🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;6;3;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;580;🏹💙;🏹💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;581;Lindo demais 👏👏👏❤️🙌;So beautiful 👏👏👏❤️🙌;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;23;5;;praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;582;👏👏🏹okê aroleee😍;👏👏🏹okê aroleee😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Religious vocab;19;4;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;583;🏹🏹💙🏹💙🏹💙🏹 Salve meu Pai OXOSSI GRATIDÃO MEU PAI🙏;🏹🏹💙🏹💙🏹💙🏹 Hail my Father OXOSSI GRATITUDE MY FATHER🙏;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;56;9;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;584;💙;💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;1;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;585;Salve Oxóssi dono da fatura dono do axexe;Hail Oxóssi, master of the invoice, master of the axexe;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;41;;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;586;Okê arô 🐚🕊️🏹🏹🏹🏹;Okê arô 🐚🕊️🏹🏹🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;21;6;;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;587;🏹OKÊ ARÔ;🏹OKÊ ARÔ;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;9;1;;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;588;Meu Rei ,meu pai 💕 minha vida 😍;My King, my father 💕 my life 😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;33;2;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;589;Salve o nosso Rei;Hail to our king;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;17;;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;590;Okê, Odé Aroleee! 💙🏹;Okê, Odé Aroleee! 💙🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;22;2;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;591;🏹😍❤️;🏹😍❤️;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;6;2;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;592;😍😍😍😍;😍😍😍😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;593;❤️;❤️;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;1;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;594;Aseooooo Oke Aroleeeeee🏹🏹🏹🏹;Aseooooo Oke Aroleeeeee🏹🏹🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;31;4;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;595;🏹❤️❤️❤️❤️❤️;🏹❤️❤️❤️❤️❤️;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;12;6;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;596;Oke Aro💙🏹😍;Oke Aro💙🏹😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;13;3;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;597;Bàbá mi Ọ̀ṣọ́ọ̀sì. Ọkàn mi 🏹🩵🇧🇷;Bàbá mi Ọ̀ṣọ́ọ̀sì. Ọkàn mi 🏹🩵🇧🇷;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Comment in Yoruba;35;3;3;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;598;Axé;Axé;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;3;;1;axé
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;599;Axé okê arô!;Axé okê arô!;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;12;;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;600;Aro le;Aro le;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Greeting Oxóssi;6;;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;601;OKÊ ARÔ 🏹;OKÊ ARÔ 🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;10;1;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;602;💙🏹🏹💙;💙🏹🏹💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;603;🏹;🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;1;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;604;🏹;🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;1;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;605;😍❤️ OKÊ ARÔ MEU PAI 😍😍😍😍😍;😍❤️ OKÊ ARÔ MY FATHER 😍😍😍😍😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;31;7;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;606;👑💚🏹💚👑;👑💚🏹💚👑;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;10;5;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;607;🏹❤️🏹❤️🏹❤️🏹❤️🏹❤️🏹;🏹❤️🏹❤️🏹❤️🏹❤️🏹❤️🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;22;10;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;608;Boa Noite Oke Aro;Good evening Oke Aro;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;17;;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;609;👏👏👏👏❤️;👏👏👏👏❤️;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;10;5;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;610;💙💙💙💙💙💙🏹🏹🏹🏹🏹🏹;💙💙💙💙💙💙🏹🏹🏹🏹🏹🏹;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;24;12;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;611;❤️😍;❤️😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;4;2;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;612;👏👏👏👏;👏👏👏👏;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;613;Axé Okê Arolê Oxóssi;Axé Okê Arolê Oxóssi;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Praising Oxóssi;20;;2;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;614;Um salve ao meu Rei minha vida🩵👑;Greetings to my King, my life🩵👑;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;34;2;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;615;👏👏👏❤️ okê aroleeeeeeee;👏👏👏❤️ okê aroleeeeeeee;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;25;4;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;616;ÔKÊ ARÔ 🙌🏾🙌🏾🙌🏾 🏹🏹🏹💙;ÔKÊ ARÔ 🙌🏾🙌🏾🙌🏾 🏹🏹🏹💙;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Calling Oxóssi;29;7;1;spiritual_praise
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;617;😍😍😍;😍😍😍;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;6;3;;emoji_only
24;https://www.instagram.com/p/C7fbMZhNLQK/;Celebrating Oxóssi;618;🩵;🩵;vor 62 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;1;;emoji_only
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;619;.0;.0;vor 74 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;2;;;unclear
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;620;💙💛🎣🏹;💙💛🎣🏹;vor 91 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;8;4;;emoji_only
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;621;Axeguidi....Oke Aro! Motumba..Motunbaxe Ya Nau!;Axeguidi....Oke Aro! Motumba..Motunbaxe Ya Nau!;vor 91 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Yoruba;47;;4;spiritual_praise
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;622;Loci Loci 🏹🪞🩵💛;Loci Loci 🏹🪞🩵💛;vor 91 Wo.;ileomorodeaxe;5184;15.09.25;;;;;Greeting Logunedé;18;4;1;spiritual_praise
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;623;Novos tempos, mas com muito respeito ao passado e com o compromisso de um futuro sempre melhor e mais justo para todos. 💙🏹;New times, but with great respect for the past and a commitment to an ever better and fairer future for all. 💙🏹;vor 91 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;124;2;;political
25;https://www.instagram.com/p/C04Toa6gVh2/;Expressing gratitutde towards terreiro-community;624;Sou filho de Logun e espero um dia poder visitar esse templo sagrado e tão lindo! Axé! Loci Loci! 🦚;I am the son of Logun, and I hope one day to visit this sacred and beautiful temple! Axé! Loci Loci! 🦚;vor 91 Wo.;ileomorodeaxe;5184;15.09.25;;;;;;100;1;3;sharing
